id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,label_churn,label_churn_28d,date_registration,date_unregistration,module_presentation_length,n_assessment_submitted_28,avg_score_28,avg_submit_delay_28,total_click_28,active_days_28,distinct_resources_28
29639,CCC,2014J,M,North Region,Lower Than A Level,"",0-35,0,30,N,Pass,false,false,-24,,269,1,67,3,1247,23,18
29639,EEE,2014B,M,North Region,Lower Than A Level,"",0-35,0,30,N,Pass,false,false,-26,,241,0,,,551,27,21
29764,CCC,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction,false,false,-34,,241,1,90,2,271,10,18
29769,FFF,2013J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,false,false,-32,,268,1,88,-2,264,14,32
29820,CCC,2014B,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass,false,false,-57,,241,1,60,2,158,17,19
29820,EEE,2014B,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass,false,false,-57,,241,0,,,260,14,22
29985,GGG,2014B,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,false,false,-93,,241,0,,,54,6,11
30091,BBB,2013J,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,false,false,-145,,268,1,80,5,153,7,19
30096,CCC,2014J,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,false,false,-22,,269,1,100,3,146,7,15
30268,AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,true,true,-92,12,268,0,,,179,6,17
30531,FFF,2014B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,180,N,Fail,false,false,-137,,241,1,88,-3,937,24,49
30549,DDD,2013J,M,South East Region,A Level or Equivalent,0-10%,35-55,2,60,N,Fail,false,false,-102,,261,1,35,0,35,4,11
30850,CCC,2014J,F,Scotland,HE Qualification,60-70%,35-55,0,120,N,Distinction,false,false,-56,,269,1,100,3,505,17,18
31014,BBB,2013J,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,true,false,-43,128,268,1,85,-15,301,20,10
31107,GGG,2014B,M,South West Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,false,false,-47,,241,0,,,404,24,5
31161,CCC,2014J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,105,N,Distinction,false,false,-43,,269,1,89,3,366,18,30
31173,DDD,2013J,M,North Western Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,false,false,-44,,261,1,92,-2,152,9,30
31205,GGG,2014J,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,30,Y,Fail,false,false,-31,,269,0,,,84,6,9
31269,DDD,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,true,true,-53,19,261,0,,,160,9,40
31269,DDD,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,1,120,N,Withdrawn,true,false,-90,73,241,1,45,0,257,9,54
31296,FFF,2014J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,false,false,-20,,269,1,78,0,45,4,14
31600,AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,false,false,-52,,269,1,47,5,141,2,11
31604,AAA,2013J,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,false,false,-52,,268,1,72,-2,325,17,22
31663,BBB,2013B,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,false,false,-60,,240,1,88,-1,826,28,49
31849,BBB,2013J,F,South West Region,Lower Than A Level,60-70%,35-55,0,120,N,Pass,false,false,-128,,268,1,81,-4,381,16,23
32221,FFF,2013J,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,false,false,-32,,268,1,94,-1,358,11,38
32239,GGG,2013J,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,false,false,-78,,261,0,,,45,6,8
32327,BBB,2014J,F,South West Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,true,false,-92,121,262,1,1,-1,129,4,16
32885,AAA,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,false,false,-176,,268,1,69,7,272,16,18
32930,BBB,2014J,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,false,false,-35,,262,1,1,0,50,2,15
33387,DDD,2013J,M,Scotland,HE Qualification,10-20,0-35,1,120,N,Withdrawn,true,false,-43,179,261,1,65,0,74,7,18
33600,FFF,2013J,F,London Region,A Level or Equivalent,40-50%,35-55,0,150,N,Withdrawn,true,false,-43,32,268,1,84,-2,333,11,41
33666,BBB,2013B,F,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,true,false,-23,139,240,1,58,-1,397,18,14
33681,DDD,2013J,M,South East Region,A Level or Equivalent,50-60%,35-55,2,60,Y,Withdrawn,true,false,-151,208,261,1,94,0,89,2,27
33796,DDD,2014J,M,East Anglian Region,Lower Than A Level,80-90%,35-55,2,60,N,Pass,false,false,-51,,262,1,75,-1,92,7,18
33897,DDD,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,true,false,-58,107,261,1,50,-2,229,2,35
33915,FFF,2013B,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,false,false,-64,,240,1,86,-2,591,14,58
33930,DDD,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,false,false,-143,,261,1,78,-3,124,15,24
34068,CCC,2014J,M,Scotland,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,true,false,-74,108,269,1,78,3,252,14,17
34087,DDD,2013J,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Withdrawn,true,false,-75,169,261,0,,,80,9,16
34087,DDD,2014J,M,South East Region,A Level or Equivalent,60-70%,35-55,1,60,Y,Fail,false,false,-107,,262,1,88,-21,13,3,6
34229,BBB,2013B,F,Ireland,A Level or Equivalent,0-10%,35-55,2,120,N,Pass,false,false,-58,,240,1,73,0,141,9,21
34293,FFF,2014B,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,true,false,-68,90,241,1,72,-5,413,15,22
34353,BBB,2013B,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,Y,Fail,false,false,-16,,240,1,95,-1,169,9,19
34431,BBB,2013B,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,true,true,-24,27,240,0,,,77,7,9
34653,DDD,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,false,false,-149,,261,0,,,15,3,6
34662,BBB,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,true,false,-137,104,262,1,1,-8,128,9,21
34731,FFF,2013J,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,true,false,-38,136,268,1,76,-1,306,11,35
34756,BBB,2013B,F,East Midlands Region,Lower Than A Level,10-20,0-35,1,150,N,Withdrawn,true,false,-43,59,240,1,71,2,42,4,11
34863,BBB,2013B,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-65,,240,1,64,1,42,2,7
35001,GGG,2013J,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,false,false,-27,,261,0,,,25,6,5
35340,EEE,2014B,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,false,false,-51,,241,0,,,350,15,15
35355,CCC,2014J,M,Wales,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn,true,false,-25,199,269,1,89,3,506,18,19
35355,EEE,2013J,M,Wales,Lower Than A Level,0-10%,35-55,0,30,N,Pass,false,false,-30,,268,0,,,462,23,17
35502,DDD,2014B,M,West Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,true,false,-73,37,241,1,66,-11,397,22,61
35508,CCC,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,false,false,-44,,269,1,89,3,190,11,18
35508,EEE,2014B,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,false,false,-50,,241,0,,,620,18,18
35544,FFF,2013B,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,false,false,-22,,240,1,94,-1,194,11,35
35747,FFF,2014J,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,true,true,-15,12,269,1,54,0,539,14,51
35796,FFF,2014J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,false,false,-66,,269,1,82,-2,283,15,27
35812,BBB,2013B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,false,false,-53,,240,1,71,0,19,3,5
35860,FFF,2013B,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,false,false,-60,,240,1,86,-1,339,11,45
36347,FFF,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,false,false,-25,,241,1,84,-1,262,15,28
36385,FFF,2013B,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,Y,Withdrawn,true,false,-73,79,240,1,84,-2,615,21,41
37298,FFF,2013B,M,Ireland,HE Qualification,"",0-35,0,120,N,Pass,false,false,-31,,240,1,92,0,182,12,31
37622,BBB,2013J,F,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,false,false,-46,,268,1,70,0,63,3,5
37652,CCC,2014J,F,London Region,HE Qualification,20-30%,35-55,0,50,N,Distinction,false,false,-11,,269,1,100,3,270,7,23
38053,AAA,2013J,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,false,false,-110,,268,1,79,0,450,23,20
38234,BBB,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,false,false,-117,,268,1,70,-2,27,3,8
38711,BBB,2014J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,true,false,-43,175,262,1,1,0,50,6,15
39208,BBB,2014J,F,Wales,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,false,false,-72,,262,1,100,-2,257,14,24
39411,DDD,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,false,false,-36,,261,1,70,0,119,11,12
39427,DDD,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,true,false,-37,223,261,1,84,0,54,7,16
39655,BBB,2013B,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,false,false,-22,,240,1,78,-1,104,5,17
39660,DDD,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,false,false,-40,,241,1,85,-10,153,18,21
39882,FFF,2014B,F,Scotland,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,false,false,-26,,241,1,90,-1,132,4,25
40184,DDD,2013J,M,Wales,HE Qualification,30-40%,55<=,0,60,N,Distinction,false,false,-106,,261,1,95,-8,392,25,51
40333,CCC,2014B,M,North Region,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,true,true,-30,17,241,0,,,135,9,23
40419,DDD,2013B,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,true,false,-46,171,240,2,71.5,1,134,6,25
40419,DDD,2013J,M,East Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,false,false,-57,,261,1,82,0,47,4,6
40508,EEE,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn,true,true,-101,1,268,0,,,15,3,6
40563,DDD,2013J,F,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,false,false,-43,,261,1,94,-1,170,15,37
40604,CCC,2014B,M,Ireland,A Level or Equivalent,"",35-55,0,30,N,Pass,false,false,-17,,241,1,70,2,187,13,27
40857,FFF,2014J,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,true,false,-89,108,269,1,86,0,211,9,42
40878,FFF,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Distinction,false,false,-86,,269,1,94,-4,345,12,31
41060,DDD,2013B,M,Ireland,HE Qualification,70-80%,0-35,0,60,N,Fail,false,false,-24,,240,2,81,0.5,82,4,26
41414,GGG,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Pass,false,false,-12,,241,0,,,51,6,13
41489,FFF,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,false,false,-75,,241,0,,,51,5,14
41547,BBB,2014J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,false,false,-87,,262,1,100,-9,193,10,22
42552,FFF,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,false,false,-150,,269,1,84,-7,680,15,46
42616,FFF,2013J,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,false,false,-33,,268,1,76,-1,883,21,56
42638,CCC,2014B,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,false,false,-52,,241,1,50,2,662,22,45
42638,EEE,2013J,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,false,false,-39,,268,0,,,1018,21,30
42668,FFF,2013B,M,London Region,Lower Than A Level,10-20,35-55,1,120,N,Pass,false,false,-122,,240,1,76,0,267,14,44
42746,CCC,2014J,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,false,false,-108,,269,1,89,3,469,16,28
42746,FFF,2014B,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,false,false,-135,,241,1,96,-2,1403,26,67
42818,DDD,2013J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,false,false,-124,,261,1,39,0,150,11,16
43273,FFF,2013B,M,East Midlands Region,HE Qualification,60-70%,35-55,0,90,N,Pass,false,false,-108,,240,1,90,0,164,7,28
43284,DDD,2013B,M,East Midlands Region,Lower Than A Level,80-90%,0-35,2,180,N,Withdrawn,true,false,-28,226,240,2,76,0,157,17,32
43430,FFF,2013B,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,false,false,-53,,240,1,98,-5,535,14,29
43564,EEE,2013J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,false,false,-18,,268,0,,,545,21,25
43958,FFF,2013J,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,true,false,-167,149,268,1,88,-6,962,25,41
43958,FFF,2014J,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,N,Fail,false,false,-115,,269,1,88,-25,332,22,24
45423,FFF,2014J,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,false,false,-31,,269,1,60,-7,920,18,57
45462,AAA,2013J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,false,false,-67,,268,1,70,1,319,10,20
45642,AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,false,false,-29,,268,1,72,-1,393,16,24
45664,CCC,2014B,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,true,false,-173,137,241,1,0,2,71,5,7
45664,DDD,2013B,M,Yorkshire Region,HE Qualification,60-70%,0-35,1,60,N,Pass,false,false,-31,,240,2,56.5,1,305,11,66
46016,DDD,2014J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,true,false,-129,190,262,1,65,0,160,14,21
46148,FFF,2014B,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,false,false,-23,,241,1,84,-1,271,15,41
46605,CCC,2014B,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,false,false,-54,,241,1,90,2,697,29,32
46705,CCC,2014J,M,Ireland,HE Qualification,"",35-55,0,60,N,Fail,false,false,-61,,269,1,100,3,234,17,22
46753,DDD,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,false,false,-93,,241,1,80,-3,408,18,69
46812,DDD,2014J,F,North Region,Lower Than A Level,0-10%,0-35,1,180,Y,Withdrawn,true,false,-29,39,262,1,55,0,130,13,11
46844,AAA,2014J,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,false,false,-74,,269,1,56,0,76,5,16
47063,DDD,2013J,M,London Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,true,false,-73,153,261,0,,,15,3,8
47855,BBB,2013J,F,Scotland,Lower Than A Level,10-20,35-55,3,300,N,Withdrawn,true,false,23,236,268,1,41,-20,5,3,1
47861,FFF,2014J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,false,false,-103,,269,1,72,-1,2563,29,66
47891,BBB,2014J,F,Wales,Lower Than A Level,10-20,0-35,4,60,N,Fail,false,false,-73,,262,1,100,-1,23,5,7
48040,BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,false,false,-92,,268,1,60,-1,234,21,18
48152,DDD,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,false,false,-139,,261,1,59,-1,67,4,19
48503,BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,false,false,-146,,268,1,76,-2,105,7,8
48635,CCC,2014J,M,South Region,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,true,true,-8,12,269,1,78,3,492,18,22
48635,FFF,2014B,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,false,false,-19,,241,1,76,-1,526,21,43
49119,CCC,2014B,M,Ireland,HE Qualification,"",0-35,0,90,N,Distinction,false,false,-74,,241,1,50,2,125,9,20
49119,DDD,2014B,M,Ireland,HE Qualification,"",0-35,0,90,N,Withdrawn,true,false,-75,66,241,1,69,1,109,13,31
49123,GGG,2014B,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,false,false,-74,,241,0,,,109,5,14
49670,FFF,2013J,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,true,true,-54,6,268,0,,,33,1,5
50069,BBB,2014B,F,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,false,false,-134,,234,1,78,-1,52,7,9
50263,CCC,2014B,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,true,false,-113,45,241,1,20,2,232,15,20
50263,FFF,2013B,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,false,false,-25,,240,1,84,-3,1280,23,49
50476,DDD,2014B,F,South West Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,false,false,-23,,241,1,95,-30,91,5,11
50487,FFF,2013J,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass,false,false,-64,,268,1,72,-4,634,15,37
50610,DDD,2013J,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,70,Y,Fail,false,false,-151,,261,1,90,-26,1,1,1
50993,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,false,false,-53,,240,1,61,0,39,4,10
51030,DDD,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,false,false,-23,,241,1,84,-1,150,7,29
51033,DDD,2014J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,false,false,-154,,262,1,95,-14,162,12,29
51153,DDD,2014J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,false,false,-149,,262,1,75,-2,484,18,35
51163,DDD,2013J,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,false,false,-179,,261,1,87,0,167,10,26
51301,BBB,2013J,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Withdrawn,true,false,-52,46,268,1,93,-2,394,27,20
51485,FFF,2013J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,false,false,-18,,268,1,96,0,196,6,26
51576,CCC,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,true,false,-100,66,241,1,50,2,162,11,14
51576,CCC,2014J,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,true,false,-85,73,269,1,89,3,305,14,16
51576,FFF,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Distinction,false,false,-129,,268,1,66,-1,459,7,49
51955,DDD,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail,false,false,-51,,262,1,50,-1,65,7,11
52014,DDD,2013B,F,Wales,Lower Than A Level,0-10%,35-55,2,120,N,Fail,false,false,4,,240,2,67,0,66,10,15
52130,AAA,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,false,false,-33,,268,1,72,0,355,16,26
52275,FFF,2014J,M,London Region,No Formal quals,0-10%,0-35,0,90,N,Fail,false,false,-136,,269,0,,,29,1,8
52426,BBB,2014B,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,false,false,-32,,234,1,46,-3,42,3,9
52702,GGG,2014J,F,Scotland,Lower Than A Level,20-30%,35-55,0,30,N,Pass,false,false,-12,,269,0,,,42,4,8
